name,sector,is_ai,revenue_mil_y2015,revenue_mil_y2016,revenue_mil_y2017,revenue_mil_y2018,revenue_mil_y2019,revenue_mil_y2020,revenue_mil_y2021,revenue_mil_y2022,revenue_mil_y2023,employees_y2015,employees_y2016,employees_y2017,employees_y2018,employees_y2019,employees_y2020,employees_y2021,employees_y2022,employees_y2023
3M,Chemicals,Ai,32136,32255.6,32399.12,32566.56,32757.92,32973.2,33308.08,33726.68,34229,96163,100971.15,102990,105976,108095,109716,110593,111809,112368
3M,Industrials,Ai,30274,30416.34,30587.15,30786.43,31014.18,31270.4,31668.96,32167.16,32765,89446,89446,91234,93879,95756,97192,97969,99046,99541
A-Mark Precious Metals,Materials,Non Ai,5979,6070,6784,6990,7606,7606,6533.5,5461,5734.05,55,52,83,126,184,184,201,201,218
Abbott Laboratories,Health Care,Non Ai,22323,20661,20853,27390,30578,31904,37489.5,43075,45228.75,77000,74000,75000,99000,103000,107000,110000,110000,115000
AbbVie,Health Care,Non Ai,19960,22859,25638,28216,32753,33266,44731.5,56197,59006.85,26000,28000,30000,29000,30000,30000,40000,40000,50000
ABM Industries,Business Services,Non Ai,5291,5291,5145,5454,6442,6499,6243.5,5988,6287.4,120000,120000,110000,140000,140000,140000,127000,133500,127000
Abridge,Healthcare AI,Ai,0,0,0,6.09,6.7,7.37,8.11,8.92,9.81,0,0,0,0,0,0,0,0,0
Academy Sports and Outdoors,Retailing,Non Ai,5689,5689,5689,5689,5689,5689,6231,6773,7111.65,16500,16500,16500,16500,16500,16500,16504,16504,16508
Activision Blizzard,Media,Ai,7500,7501.6,7503.52,7505.76,7508.32,7511.2,7515.68,7521.28,7528,9900,9900,10098,10390,10597,10755,10841,10960,11014
Activision Blizzard,Technology,Ai,6608,6631.37,6659.42,6692.14,6729.53,6771.6,6837.04,6918.84,7017,9500,9500,9690,9971,10170,10322,10404,10518,10570
Adept,AI Foundation Models,Ai,0,0,0,0,0,0,0,27.67,30.44,0,0,0,0,0,0,0,0,0
Adobe,Technology,Ai,9030,9520.06,10108.13,10794.21,11578.3,12460.4,13832.56,15547.76,17606,21357,21357,21784,22415,22863,23205,23390,23647,23765
Adobe Systems,Technology,Ai,5854,5936.74,6036.03,6151.87,6284.26,6433.2,6664.88,6954.48,7302,,15706,16020,16484,16813,17065,17201,17390,17476
ADP,Business Services,Non Ai,11477,11477,11668,12380,13326,13326,13326,13326,13992.3,55000,55000,57000,58000,57000,57000,57000,57000,57000
Advance Auto Parts,Retailing,Non Ai,9844,9737,9568,9568,9581,9709,10353.5,10998,11547.9,57300,56500,57500,55500,55500,53000,53750,53875,53500
Advanced Micro Devices,Technology,Ai,5506,6540,7780.8,9228.4,10882.8,12744,15639.2,19258.2,23601,9687,9687,9880,10166,10369,10524,10608,10724,10777
AECOM,Engineering & Construction,Non Ai,8357,17990,17411,17411,20156,20173,17142.5,14112,14817.6,43300,92000,87000,87000,,86000,68500,62000,50000
AES,Energy,Non Ai,17378,14963,14287,13850,10736,10189,10665,11141,11698.05,18500,21000,19000,10500,9000,8000,8225,8800,9100
Aetna,Health Care,Non Ai,58003,60337,63155,60535,60535,60535,60535,60535,63561.75,48800,50100,49500,,47950,47950,47950,47950,47950
Aflac,Financials,Non Ai,22728,20872,22559,21667,21758,22307,22206.5,22106,23211.3,9525,9915,10212,,11390,11729,12088,12220.75,12882
AGCO,Industrials,Non Ai,9724,7467,7411,8307,9352,9041,10089.5,11138,11694.9,20828,19588,19795,20462,21200,20961,22130.5,23340.25,25600
Agilent Technologies,Technology,Ai,6981,6981,6981,6981,6981,6981,6981,6981,6981,21400,21400,21828,22461,22910,23253,23439,23696,23814
AGL Resources,Energy,Non Ai,5628,5628,5628,5628,5628,5628,5628,5628,5909.4,5165,5165,5165,5165,5165,5165,5165,5165,5165
AIG,Financials,Non Ai,64406,58327,52367,49520,47389,49746,50901.5,52057,54659.85,65000,66400,56400,49800,49600,46000,41300,37000,26200
Air Products & Chemicals,Chemicals,Non Ai,10448,9895,9524,8442,8930,8919,9621,10323,10839.15,21050,19550,18450,15150,16150,17570,19160,18832.5,20805
Airbnb,Technology,Ai,10449,9896,9525,8443,8931,8920,8857,10324,12700,6811,6811,6947,7148,7290,7399,7458,7540,7577
Airgas,Wholesalers,Non Ai,10450,9897,9526,8444,8932,8921,9623,10325,10841.25,17000,17000,17000,,,17000,17000,17000,17000
AK Steel Holding,Materials,Non Ai,6506,6693,5883,6081,6818,6359,6359,6359,6676.95,8313,8500,8500,9200,9500,9300,9300,9350,9300
Alaska Air Group,Transportation,Non Ai,5368,5598,5931,7933,8264,8781,8781,8781,9220.05,13952,13858,19112,23156,23376,24134,24134,23975.5,24196
Albertsons,Food & Drug Stores,Non Ai,59925,59925,59925,59925,59925,60535,65112.5,69690,73174.5,275000,275000,275000,275000,275000,267000,283500,233375,195750
Albertsons Cos.,Food & Drug Stores,Non Ai,58734,58734,58734,59678,59678,59678,59678,59678,62661.9,274000,274000,274000,273000,273000,273000,273000,273000,273000
Alcoa,Materials,Non Ai,23906,23906,9318,11652,13403,10433,11292.5,12152,12759.6,59000,59000,14000,14600,14000,13800,13800,13500,13100
Alleghany,Financials,Non Ai,5232,5232,6131,6425,6887,9041,10522.5,12004,12604.2,,2067,3420,4402,9300,10786,10786,11678,13313
Allergan,Health Care,Non Ai,7238,5233,6132,6426,6888,9042,10523.5,12005,12605.25,10500,10500,10500,10500,10500,10500,10500,10500,10500
Alliance Data Systems,Business Services,Non Ai,5303,6440,7138,7719,7791,7791,7791,7791,8180.55,15000,16000,17000,20000,20000,20000,20000,20000,20000
Allstate,Financials,Non Ai,35239,35653,36534,38524,39815,44675,48951.5,53228,55889.4,39950,41350,43275,42680,45420,46035,50267.5,49988.75,54250
Ally Financial,Financials,Non Ai,9790,9539,9835,9866,10466,11618,11154,10690,11224.5,6900,7100,7600,7900,8200,8700,9600,10025,11600
Alphabet,Technology,Ai,71487,83564.09,98056.59,114964.51,134287.85,156026.6,189842.44,232112.24,282836,53600,61814,63050,64878,66175,67167,67704,68448,68790
Altice USA,Telecommunications,Non Ai,9567,9567,9567,9567,9567,9761,9761,9761,10249.05,11993,11993,11993,11993,11993,10700,9850,11173.25,11000
Altria Group,"Food, Beverages & Tobacco",Non Ai,17945,18854,19337,19494,19627,19796,20453.5,21111,22166.55,9000,8800,8300,8300,8300,7300,6650,7050,6300
Amazon,Retailing,Ai,280522,293862.63,309871.38,328548.26,349893.27,373906.4,411260.16,457952.36,513983,798000,798000,813960,837564,854315,867129,874066,883680,888098
Amazon.com,Retailing,Ai,177866,181010.06,184782.93,189184.61,194215.1,199874.4,208677.76,219681.96,232887,566000,566000,577320,594062,605943,615032,619952,626771,629904
Amazon.com,Technology,Ai,88988,91673.66,94896.45,98656.37,102953.42,107787.6,115307.44,124707.24,135987,154100,230800,235416,242243,247087,250793,252799,255579,256856
Ameren,Energy,Non Ai,6054,6098,6076,6177,6291,5910,6152,6394,6713.7,8527,8527,8629,8615,8838,9323,9219.5,9162.25,9244
American Airlines Group,Transportation,Non Ai,42650,40990,40180,42207,44541,45768,37825,29882,31376.1,113300,118500,122300,126600,128900,133700,128550,130500,129700
American Axle & Manufacturing,Motor Vehicles & Parts,Non Ai,6266,6266,6266,6266,6266,6531,6531,6531,6857.55,25000,25000,25000,25000,25000,20000,20000,21250,20000
American Electric Power,Energy,Non Ai,17020,16900,16380,15425,16196,15561,16176.5,16792,17631.6,18529,17405,17634,17666,17582,17408,17048,17234.5,16974
American Express,Financials,Non Ai,35999,34441,33823,35583,35583,47020,45341.5,43663,45846.15,54000,54800,56400,55000,59000,64500,64250,69525,77300
American Family Insurance Group,Financials,Non Ai,7933,8286,8829,9545,10336,12633,13622.5,14612,15342.6,9205,9843,10471,11307,11975,13531,13560.5,12871.5,12990
American Financial Group,Financials,Non Ai,5713,6145,6498,6865,7150,8237,7849.5,7462,7835.1,,7400,7600,,7600,7700,7150,7125,6600
American Tower,Financials,Non Ai,6664,6664,6664,6664,6664,7580,7811,8042,8444.1,4752,4752,4752,4752,5026,5454,5916,5815.5,6391
American Tower,Telecommunications,Non Ai,5786,5786,5786,5786,5786,5786,5786,5786,6075.3,4507,4507,4507,4507,4507,4507,4507,4507,4507
Ameriprise Financial,Financials,Non Ai,12296,12200,11735,12075,12924,13103,13273,13443,14115.15,12209,13000,13195,13312,14062,12500,12250,13390.5,13500
AmerisourceBergen,Health Care,Non Ai,135962,135962,135962,135962,167940,179589,196789,213989,224688.45,17000,17000,17000,17000,20500,21500,30750,31250,41500
AmerisourceBergen,Wholesalers,Non Ai,119569,119569,146850,153144,153144,153144,153144,153144,160801.2,13500,13500,18500,19500,19500,19500,19500,19500,19500
Amgen,Health Care,Non Ai,20063,21662,22991,22849,23747,23362,24670.5,25979,27277.95,17900,17900,19200,20800,21500,23400,23800,23825,25200
Amphenol,Technology,Ai,5346,5761.83,6260.82,6842.98,7508.31,8256.8,9421.12,10876.52,12623,50700,50700,51714,53213,54277,55091,55531,56141,56421
AmTrust Financial Services,Financials,Non Ai,5451,5451,5451,5959,5959,5959,5959,5959,6256.95,8000,8000,8000,9300,9300,9300,9300,9300,9300
Anadarko Petroleum,Energy,Non Ai,18470,8698,7869,11908,13382,13382,13382,13382,14051.1,6100,5800,4500,4400,4700,4700,4700,4700,4700
Analog Devices,Technology,Non Ai,6201,6201,6201,6201,6201,5991,6654.5,7318,7683.9,15800,15800,15800,15800,15800,16400,20550,20275,24450
Andeavor,Energy,Non Ai,24005,24005,24005,34204,34204,34204,34204,34204,35914.2,6308,6308,6308,14300,14300,14300,14300,14300,14300
Andersons,"Food, Beverages & Tobacco",Non Ai,8170,8170,8170,8170,8170,8170,10449.5,12729,13365.45,2284,2284,2284,2284,2284,2284,2309,2264,2244
Anduril Industries,Defense Tech,Ai,0,0,70,77,84.7,93.17,102.49,112.74,124.01,0,0,0,0,0,0,0,0,0
Anixter International,Wholesalers,Non Ai,6446,6596,7625,7927,8400,8846,8846,8846,9288.3,9100,8700,8900,8900,9300,9400,9400,9375,9400
Anthem,Health Care,Non Ai,73874,79157,84863,84863,92105,92105,92105,92105,96710.25,51500,53000,53000,,63900,63900,63900,63900,63900
Anthropic,AI Foundation Models,Ai,0,0,0,0,0,308,338.8,372.68,409.95,0,0,0,0,0,0,0,0,0
Anyscale,AI Software/Tools,Ai,0,0,0,0,8.63,9.49,10.44,11.48,12.63,0,0,0,0,0,0,0,0,0
Anywhere Real Estate,Financials,Non Ai,5870,5870,5870,5870,5870,5870,6926.5,7983,8382.15,10150,10150,10150,10150,10150,10150,9949,9949,9748
APA,Energy,Non Ai,5411,6011,6811,6911,7411,7367,7647.5,7928,8324.4,3163,3163,3163,3163,3163,3163,2708,2718,2273
Apache,Energy,Non Ai,13938,6654,5354,6423,7424,7424,7424,7424,7795.2,4950,3860,3727,3356,3420,3420,3420,3420,3420
Apollo Global Management,Financials,Non Ai,9124,9124,9124,9124,9124,9124,9124,9124,9580.2,2153,2153,2153,2153,2153,2153,2153,3205.5,4258
Apple,Technology,Ai,182795,194882.6,209387.72,226310.36,245650.52,267408.2,301253.48,343560.08,394328,110000,110000,112200,115453,117762,119528,120484,121809,122418
Applied Materials,Technology,Ai,9659,10580.49,11686.27,12976.35,14450.73,16109.4,18689.56,21914.76,25785,14475,15050,15351,15796,16111,16352,16482,16663,16746
Aramark,Business Services,Non Ai,14833,14329,14416,14604,15790,16227,14161.5,12096,12700.8,216000,216500,217250,215000,227200,233400,240850,252087.5,273875
Archer Daniels Midland,"Food, Beverages & Tobacco",Non Ai,81201,67702,62346,60828,64341,64656,74952.5,85249,89511.45,33900,32300,31800,31300,31600,38100,39039.5,38015.5,41181
Arconic,Aerospace & Defense,Non Ai,12394,12394,12394,12960,14014,14014,14014,14014,14714.7,41500,41500,,41500,43000,43000,43000,43000,43000
Arconic,Materials,Non Ai,22534,22534,22534,22534,22534,22534,28019,33504,35179.2,40000,,60000,60000,60000,60000,36950,35775,11550
ARKO,Retailing,Non Ai,5412,6012,6812,6912,7412,7368,7648.5,7929,8325.45,11236,11236,11236,11236,11236,11236,11236,11729.5,12223
ARRIS Group,Technology,Non Ai,5413,6013,6813,6913,7413,7369,7649.5,7930,8326.5,6660,6660,6660,6660,6660,6660,6660,6660,6660
Arrow Electronics,Wholesalers,Non Ai,22769,23282,23825,26813,29677,28917,31697,34477,36200.85,,18500,,18800,20100,19300,19300,21000,22300
Arthur J. Gallagher,Financials,Non Ai,5392,5392,5595,5595,6934,7195,7702,8209,8619.45,21537,21537,24790,26783,30362,33247,36123.5,37722.25,43640
Asbury Automotive Group,Retailing,Non Ai,5868,6588,6528,6457,6874,7210,8524,9838,10329.9,8300,8600,7900,8000,8200,8500,11350,10675,13000
Ascena Retail Group,Retailing,Non Ai,6995,6995,6995,6650,6578,6578,6578,6578,6906.9,41000,41000,41000,40000,39500,39500,39500,39500,39500
AssemblyAI,Enterprise AI/SaaS,Ai,0,0,2.88,3.17,3.49,3.84,4.22,4.64,5.11,0,0,0,0,0,0,0,0,0
Assurant,Financials,Non Ai,10382,10326,7532,6415,8058,10087,10748.5,11410,11980.5,17379,14861,14700,14175,14250,13900,14750,13887.5,13700
AT&T,Telecommunications,Non Ai,132447,146801,163786,160546,170756,181193,175028.5,168864,177307.2,243620,281450,268540,254000,268220,247800,225200,209355,160700
Auto-Owners Insurance,Financials,Non Ai,6337,6517,6775,7604,7999,10007,10493.5,10980,11529,4377,4483,4737,5227,5517,6141,6291,6281,6733
Autoliv,Motor Vehicles & Parts,Non Ai,9241,9170,10074,10383,9801,8548,8389,8230,8641.5,55400,59350,65900,67352,62091,61957,60066.5,63662,65300
Automatic Data Processing,Business Services,Ai,12220,12464.46,12757.81,13100.05,13491.18,13931.2,14615.68,15471.28,16498,61000,61000,62220,64024,65304,66283,66813,67547,67884
AutoNation,Retailing,Non Ai,19109,20862,21609,21609,21413,21336,23590,25844,27136.2,24000,26000,26000,26000,26000,25000,23600,24550,23600
AutoZone,Retailing,Non Ai,9475,10187,10636,10889,11221,11864,13247,14630,15361.5,59660,63990,66780,70035,72450,75840,80445,82432.5,90720
Avantor,Technology,Non Ai,6040,6040,6040,6040,6040,6040,6040,6040,6342,12000,12000,12000,12000,12000,12000,12750,13250,14500
Avery Dennison,Materials,Non Ai,5967,5967,6087,6614,6614,7070,7739,8408,8828.4,,25000,25000,30000,30000,30000,33000,33000,36000
Avery Dennison,Chemicals,Non Ai,5966,5966,6086,6613,6613,7069,7738,8407,8827.35,25000,25000,25000,25000,25000,25000,25000,25000,25000
Avis Budget Group,Retailing,Non Ai,8485,8485,8659,8848,9124,9172,9242.5,9313,9778.65,26250,26350,25600,26300,25600,25600,22050,23550,21500
Avnet,Wholesalers,Non Ai,27500,27925,26219,22872,19037,19519,19527,19535,20511.75,19000,18800,17700,15700,15400,15500,15000,15375,15300
Avon Products,Household Products,Non Ai,8851,7173,5853,5716,5716,5716,5716,5716,6001.8,33200,30900,26400,25000,,25000,25000,25000,25000
Baker Hughes,Energy,Ai,24551,24691.29,24859.64,25056.05,25280.52,25533.04,25925.86,26416.88,27006.1,62000,43000,43860,45131,46033,46723,47096,47614,47852
Ball,Materials,Non Ai,8570,7997,9061,10983,11635,11474,12642.5,13811,14501.55,14500,15200,18450,18300,17500,18300,21300,19450,21000
Bank of America,Financials,Non Ai,110584,110584,110584,110584,110584,113589,103720,93851,98543.55,204489,204489,,204489,204489,208131,208189.5,211566.5,216823
Bank of America Corp.,Financials,Non Ai,95181,93056,93662,100264,100264,100264,100264,100264,105277.2,223715,213280,208024,209376,209376,209376,209376,209376,209376
Bank of New York Mellon,Financials,Non Ai,15683,15683,15683,16621,19214,20822,18490,16158,16965.9,52000,52000,52000,52500,51300,48400,48750,50775,51700
Bank of New York Mellon Corp.,Financials,Non Ai,16386,15523,15523,15523,15523,15523,15523,15523,16299.15,50300,51200,51200,51200,51200,51200,51200,51200,51200
Barnes & Noble,Retailing,Non Ai,6381,6070,6070,6070,6070,6070,6070,6070,6373.5,37500,37000,37000,37000,37000,37000,37000,37000,37000
Baseten,AI Software/Tools,Ai,0,0,0,0,2,2.2,2.42,2.66,2.93,0,0,0,0,0,0,0,0,0
Bath & Body Works,Retailing,Non Ai,12914,12914,12914,12914,12914,12914,10398,7882,8276.1,59950,59950,59950,59950,59950,59950,46400,46475,33000
Baxalta,Health Care,Non Ai,6149,6149,6149,6149,6149,6149,6149,6149,6456.45,17000,17000,17000,17000,17000,17000,17000,17000,17000
Baxter International,Health Care,Non Ai,16972,9968,10163,10561,11127,11362,12073,12784,13423.2,65500,49400,48000,,50000,50000,55000,55000,60000
BB&T Corp.,Financials,Non Ai,9926,10346,11538,12156,12996,12996,12996,12996,13645.8,33400,37200,37500,36484,35852,35852,35852,35852,35852
Beacon Roofing Supply,Wholesalers,Non Ai,6418,6418,6418,6418,6418,7105,6962.5,6820,7161,8356,8356,8356,8356,8356,8147,7411.5,7864.75,7478
Becton Dickinson,Health Care,Non Ai,8446,10282,12483,12093,15983,17290,18769,20248,21260.4,30619,49517,50928,41933,76032,70093,72546.5,75031.25,77000
Bed Bath & Beyond,Retailing,Non Ai,11504,11881,12104,12216,12349,12029,10631,9233,9694.65,58000,60000,62000,65000,65000,62000,49800,47750,32000
Berkshire Hathaway,Financials,Non Ai,210821,210821,223604,242137,247837,254616,250063,245510,257785.5,316000,331000,367700,377000,389000,391500,381750,386625,383000
Berry Global Group,Materials,Non Ai,6489,6489,6489,7095,7869,8878,11364,13850,14542.5,21000,21000,21000,23000,24000,48000,47500,41000,46000
Best Buy,Retailing,Non Ai,41903,39745,39745,42151,42879,43638,47699.5,51761,54349.05,125000,,125000,125000,125000,125000,103187.5,98050,71100
Big Lots,Retailing,Non Ai,5191,5191,5191,5200,5200,5200,5699.5,6199,6508.95,,23650,23150,23150,23150,23150,23525,23525,23900
Biogen,Health Care,Non Ai,9703,10764,11449,12274,13453,14378,12680,10982,11531.1,7550,7350,7400,7300,7800,7400,8505,8162.5,8725
BJ's Wholesale Club,Retailing,Non Ai,13007,13007,13007,13007,13007,13191,14310.5,15430,16201.5,26383,26383,26383,26383,26383,27231,27231,30403.5,34000
BlackRock,Financials,Ai,11081,11469.11,11934.85,12478.21,13099.19,13797.8,14884.52,16242.92,17873,12200,13000,13260,13644,13916,14124,14236,14392,14463
Blackstone,Financials,Ai,7338,7405.43,7486.34,7580.74,7688.63,7810,7998.8,8234.8,8518,2905,2905,2963,3048,3108,3154,3179,3213,3229
Blackstone Group,Financials,Non Ai,7485,7485,7485,7119,6833,6833,6833,6833,7174.65,2190,2190,2190,2360,2615,2615,2615,2615,2615
Block,Business Services,Ai,9498,9957.09,10507.99,11150.71,11885.25,12711.6,13997.04,15603.84,17532,5477,5477,5586,5747,5861,5948,5995,6060,6090
Boeing,Aerospace & Defense,Ai,90762,91280.64,91903.01,92629.1,93458.93,94392.48,95844.67,97659.91,99838.2,165500,161400,164628,169402,172790,175381,176784,178728,179621
Boise Cascade,Wholesalers,Non Ai,5475,5475,5475,5475,5475,5475,6700.5,7926,8322.3,6040,6040,6040,6040,6040,6040,6085,6440,6840
Booking Holdings,Technology,Non Ai,12681,12681,12681,12681,14527,15066,13012,10958,11505.9,22900,22900,22900,,24500,26400,23299.5,23471,21492
Booz Allen Hamilton,Technology,Ai,5804,5825.03,5850.26,5879.7,5913.35,5951.2,6010.08,6083.68,6172,23300,23300,23766,24455,24944,25318,25520,25800,25929
Booz Allen Hamilton Holding,Technology,Non Ai,5479,5275,5406,5406,5406,6704,7281.5,7859,8251.95,22700,22500,22600,22600,22600,26100,26900,26825,29300
BorgWarner,Motor Vehicles & Parts,Non Ai,8305,8023,9071,9799,10530,10168,12503,14838,15579.9,22000,,27000,,30000,29000,39150,41100,52700
Boston Scientific,Health Care,Ai,7380,7682.97,8046.54,8470.7,8955.45,9500.8,10349.12,11409.52,12682,24000,25000,25500,26239,26763,27164,27381,27682,27820
Bread Financial Holdings,Business Services,Non Ai,6581,6581,6581,6581,6581,6581,6581,6581,6910.05,8500,8500,,8500,8500,8500,8500,8500,8500
Brighthouse Financial,Financials,Non Ai,8965,8965,8965,8965,8965,6554,6848,7142,7499.1,1260,1260,1260,1260,1260,1330,1415,1397.5,1500
Bristol-Myers Squibb,Health Care,Non Ai,16560,16560,19427,19427,22561,26145,36265,46385,48704.25,25000,25000,25000,23700,23300,30000,31100,30475,34300
Broadcom,Technology,Ai,8428,9843.71,11542.57,13524.57,15789.71,18338,22302,27257,33203,10650,9950,10149,10443,10651,10810,10896,11015,11070
Buckeye Partners,Energy,Non Ai,6646,6646,6646,6646,6646,6646,6646,6646,6978.3,1720,1720,1720,1720,1720,1720,1720,1720,1720
Builders FirstSource,Materials,Non Ai,6367,6367,6367,7034,7725,7280,13587,19894,20888.7,14000,14000,,15000,,15800,15800,24600,29000
Burlington Stores,Retailing,Non Ai,5130,5130,5591,6110,6669,7286,8304,9322,9788.1,37500,37500,40000,40000,44000,47000,42799.5,41759,38018
C.H. Robinson Worldwide,Transportation,Non Ai,13470,13476,13144,14869,16631,15310,19206,23102,24257.1,11521,13159,14125,15074,15262,15427,16152,16371.75,17399
Cablevision Systems,Telecommunications,Non Ai,6461,6510,6510,6510,6510,6510,6510,6510,6835.5,14312,13549,,13549,13549,13549,13549,13549,13549
CAC International,Technology,Ai,5720,6010,6320,6660,7020,7400,7800,8230,8680,22900,23600,24072,24770,25265,25643,25848,26132,26262
Caesars Entertainment,"Hotels, Restaurants & Leisure",Non Ai,8679,8679,8679,8679,8679,8391,8391,8391,8810.55,68000,68000,68000,68000,66000,66000,57500,57500,49000
Caesars Holdings,"Hotels, Restaurants & Leisure",Non Ai,8742,8742,8742,8742,8742,8742,8742,8742,9179.1,64000,64000,64000,64000,64000,64000,64000,64000,64000
CalAtlantic Group,Engineering & Construction,Non Ai,6477,6477,6477,6477,6477,6477,6477,6477,6800.85,3055,3055,3055,3055,3055,3055,3055,3055,3055
Calpine,Energy,Non Ai,8030,6472,6716,8752,9512,10072,10072,10072,10575.6,2052,2209,2372,2290,2282,2256,2256,2262.5,2256
Calumet Specialty Products Partners,Energy,Non Ai,5791,5791,5791,5791,5791,5791,5791,5791,6080.55,2200,2200,,,2200,2200,2200,2200,2200
Cameron International,Energy,Non Ai,10809,8782,8782,8782,8782,8782,8782,8782,9221.1,28000,23000,23000,23000,23000,23000,23000,23000,23000
Campbell Soup,"Food, Beverages & Tobacco",Non Ai,8405,8082,7961,7890,8685,9909,9192.5,8476,8899.8,19400,18600,16500,18000,23000,19000,16550,17850,14700
Camping World Holdings,Retailing,Non Ai,5447,5447,5447,5447,5447,5447,6180.5,6914,7259.7,11427,11427,,11427,,11427,12130.5,12365,12834
Capital One Financial,Financials,Ai,23877,24705.34,25699.35,26859.03,28184.38,29675.4,31994.76,34893.96,38373,46000,45400,46308,47650,48603,49332,49726,50272,50523
Cardinal Health,Health Care,Non Ai,102531,102531,102531,102531,136809,145534,154000.5,162467,170590.35,34500,34500,34500,34500,50200,49500,48163.5,47942.5,46035
Cardinal Health,Wholesalers,Non Ai,91084,91084,121546,129976,129976,129976,129976,129976,136474.8,34000,34000,37300,40400,40400,40400,40400,40400,40400
Carlyle Group,Financials,Non Ai,8782,8782,8782,8782,8782,8782,8782,8782,9221.1,1850,1850,1850,1850,1850,1850,1850,1850,1850
CarMax,Retailing,Non Ai,13122,14874,15833,16637,17977,19146,19619,20092,21096.6,20171,22064,22429,24344,25110,25946,26417.5,29087.5,32647
Carrier Global,Industrials,Non Ai,17456,17456,17456,17456,17456,17456,19034.5,20613,21643.65,56000,56000,56000,,56000,56000,57000,54000,52000
Carvana,Retailing,Non Ai,5587,5587,5587,5587,5587,5587,9200.5,12814,13454.7,10400,10400,10400,10400,10400,10400,15700,13500,16600
Casey's General Stores,Retailing,Non Ai,7194,7052,6304,6641,7472,8365,8009.5,7654,8036.7,20924,22408,24724,25463,27561,26866,27224.5,29339.75,31466
Caterpillar,Industrials,Ai,55184,55426.46,55717.41,56056.85,56444.78,56881.2,57560.08,58408.68,59427,114233,112200,114444,117762,120117,121918,122893,124244,124865
CBRE Group,Financials,Non Ai,9050,10856,13072,14210,21340,23894,25820,27746,29133.3,52000,70000,75000,80000,90000,100000,102500,105000,115000
CBS,Media,Non Ai,14483,13886,14386,14710,14514,14514,14514,14514,15239.7,20125,19080,18410,14715,14750,14750,14750,14750,14750
CDW,Technology,Non Ai,12075,12989,13982,15192,16241,18032,19426.5,20821,21862.05,7211,8465,8516,8726,9019,9900,11900,12279.75,15100
Celanese,Chemicals,Non Ai,6802,5674,5389,6140,7155,6297,7417,8537,8963.85,7468,7081,7293,,7684,7714,8121.5,10481,13263
Celgene,Health Care,Non Ai,7670,9256,11229,13003,15281,15281,15281,15281,16045.05,6012,6971,7132,7467,8852,8852,8852,8852,8852
Centene,Health Care,Ai,16588,23899.94,32674.27,42910.99,54610.1,67771.6,88245.04,113836.84,144547,13400,18200,18564,19102,19484,19776,19934,20153,20253
CenterPoint Energy,Energy,Non Ai,9226,7386,7528,9614,10589,12301,10326.5,8352,8769.6,8540,7505,7727,7977,7977,14262,11840,10052.75,8986
CenturyLink,Telecommunications,Non Ai,18031,17900,17470,17656,23443,23443,23443,23443,24615.15,45000,,40000,51000,45000,45000,45000,45000,45000
Cerebras Systems,Semiconductors/Hardware,Ai,0,16,17.6,19.36,21.3,23.43,25.77,28.35,31.18,0,640,652,670,683,693,698,705,708
Cerner,Health Care,Ai,5693,5725.53,5764.57,5810.11,5862.16,5920.72,6011.81,6125.67,6262.3,27400,27400,27948,28758,29333,29772,30010,30340,30491
CF Industries Holdings,Chemicals,Non Ai,6538,6538,6538,6538,6538,6538,6538,6538,6864.9,,,3003,3003,3003,3003,3003,2831,2659
CH2M Hill,Engineering & Construction,Non Ai,5414,5362,5236,5236,5236,5236,5236,5236,5497.8,25000,22000,,20000,20000,20000,20000,20000,20000
Character.AI,Consumer AI,Ai,0,0,0,0,0,0,9.65,10.61,11.67,0,0,0,0,0,0,0,0,0
Charles Schwab,Financials,Ai,6156,7078.91,8186.41,9478.49,10955.15,12616.4,15200.56,18430.76,22307,14600,15300,15606,16058,16379,16624,16756,16940,17024
Charter Communications,Telecommunications,Ai,9754,12283.6,15319.12,18860.56,22907.92,27461.2,34544.08,43397.68,54022,23200,23800,24276,24980,25479,25861,26067,26353,26484
Chemours,Chemicals,Non Ai,5400,5400,5400,6183,6638,6638,6638,6638,6969.9,7000,7000,7000,7000,7000,7000,7000,7000,7000
Cheniere Energy,Energy,Non Ai,5601,5601,5601,5601,7987,9730,12797,15864,16657.2,1230,1230,1230,1230,1372,1530,1530,1501,1551
Chesapeake Energy,Energy,Non Ai,20951,12764,7872,9496,10231,8489,8489,8489,8913.45,5500,4400,3300,3200,2350,2300,2300,1762.5,1200
Chevron,Energy,Ai,203784,206210.74,209122.83,212520.27,216403.06,220771.2,227566.08,236059.68,246252,60000,61500,62730,64549,65839,66826,67360,68100,68440
Chewy,Retailing,Non Ai,7146,7146,7146,7146,7146,7146,8018.5,8891,9335.55,,18500,18500,18500,18500,18500,19900,18950,19400
Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",Ai,5985,6136.43,6318.14,6530.14,6772.43,7045,7469,7999,8635,88000,88000,89760,92363,94210,95623,96387,97447,97934
CHS,"Food, Beverages & Tobacco",Non Ai,42664,34582,30347,31935,32683,31901,35174.5,38448,40370.4,11824,12511,12157,11626,10495,10703,10322,10306.5,10014
Chubb,Financials,Non Ai,14098,14098,14098,14098,14098,14098,14098,14098,14802.9,,10200,10200,10200,10200,10200,10200,10200,10200
Cigna,Health Care,Non Ai,34914,37876,39668,41616,48650,153566,163822,174078,182781.9,37200,39300,41000,46000,73800,73700,73331.5,71990.5,70231
